fips,stateabbr,statedesc,locationname,measure,data_value_type,asthma_prevalence_pct,state,county,pm25_mean,monitor_count,total_observations
38057,ND,North Dakota,Mercer,Current asthma among adults,Age-adjusted prevalence,10.5,North Dakota,Mercer,8.27743763735393,1.0,85833.0
40121,OK,Oklahoma,Pittsburg,Current asthma among adults,Age-adjusted prevalence,12.0,Oklahoma,Pittsburg,8.55327183300468,1.0,32456.0
45083,SC,South Carolina,Spartanburg,Current asthma among adults,Age-adjusted prevalence,9.7,South Carolina,Spartanburg,10.218981050325123,1.0,36602.0
40143,OK,Oklahoma,Tulsa,Current asthma among adults,Age-adjusted prevalence,11.3,Oklahoma,Tulsa,9.199534470838971,2.0,63578.0
41067,OR,Oregon,Washington,Current asthma among adults,Age-adjusted prevalence,11.2,Oregon,Washington,5.818880058781303,2.0,23681.0
41051,OR,Oregon,Multnomah,Current asthma among adults,Age-adjusted prevalence,11.7,Oregon,Multnomah,6.420249167130463,1.0,12218.0
45025,SC,South Carolina,Chesterfield,Current asthma among adults,Age-adjusted prevalence,10.5,South Carolina,Chesterfield,8.414410397202165,1.0,33240.0
45091,SC,South Carolina,York,Current asthma among adults,Age-adjusted prevalence,9.3,South Carolina,York,8.562954519224107,1.0,11548.0
40071,OK,Oklahoma,Kay,Current asthma among adults,Age-adjusted prevalence,12.0,Oklahoma,Kay,9.676288390740025,1.0,30972.0
41017,OR,Oregon,Deschutes,Current asthma among adults,Age-adjusted prevalence,11.7,Oregon,Deschutes,6.895807810559006,1.0,2576.0
41025,OR,Oregon,Harney,Current asthma among adults,Age-adjusted prevalence,12.9,Oregon,Harney,9.633393548381456,1.0,34321.0
46027,SD,South Dakota,Clay,Current asthma among adults,Age-adjusted prevalence,10.3,South Dakota,Clay,8.694265978321681,1.0,11440.0
46011,SD,South Dakota,Brookings,Current asthma among adults,Age-adjusted prevalence,9.7,South Dakota,Brookings,6.3690327980742785,1.0,10905.0
46065,SD,South Dakota,Hughes,Current asthma among adults,Age-adjusted prevalence,10.3,South Dakota,Hughes,5.1526844642514185,1.0,11455.0
41039,OR,Oregon,Lane,Current asthma among adults,Age-adjusted prevalence,12.3,Oregon,Lane,8.268596163519081,5.0,79532.0
47009,TN,Tennessee,Blount,Current asthma among adults,Age-adjusted prevalence,10.6,Tennessee,Blount,7.721922814685315,1.0,11440.0
41033,OR,Oregon,Josephine,Current asthma among adults,Age-adjusted prevalence,12.7,Oregon,Josephine,11.4153376286013,1.0,34432.0
46071,SD,South Dakota,Jackson,Current asthma among adults,Age-adjusted prevalence,13.3,South Dakota,Jackson,7.6110117254425536,1.0,11524.0
46103,SD,South Dakota,Pennington,Current asthma among adults,Age-adjusted prevalence,10.3,South Dakota,Pennington,8.404148305100893,1.0,11547.0
44003,RI,Rhode Island,Kent,Current asthma among adults,Age-adjusted prevalence,11.8,Rhode Island,Kent,5.910649317433906,1.0,10818.0
40043,OK,Oklahoma,Dewey,Current asthma among adults,Age-adjusted prevalence,11.4,Oklahoma,Dewey,7.553866675532074,1.0,32937.0
45063,SC,South Carolina,Lexington,Current asthma among adults,Age-adjusted prevalence,9.3,South Carolina,Lexington,7.867411386025201,1.0,1746.0
40105,OK,Oklahoma,Nowata,Current asthma among adults,Age-adjusted prevalence,12.5,Oklahoma,Nowata,11.07747351465705,1.0,28007.0
46099,SD,South Dakota,Minnehaha,Current asthma among adults,Age-adjusted prevalence,9.7,South Dakota,Minnehaha,6.7699065825120925,1.0,11162.0
45045,SC,South Carolina,Greenville,Current asthma among adults,Age-adjusted prevalence,9.5,South Carolina,Greenville,10.118272633603649,2.0,44269.0
41029,OR,Oregon,Jackson,Current asthma among adults,Age-adjusted prevalence,12.2,Oregon,Jackson,13.218398332635884,2.0,21029.0
40027,OK,Oklahoma,Cleveland,Current asthma among adults,Age-adjusted prevalence,11.0,Oklahoma,Cleveland,9.600539893091524,1.0,28342.0
41035,OR,Oregon,Klamath,Current asthma among adults,Age-adjusted prevalence,12.7,Oregon,Klamath,9.608006584804949,1.0,22481.0
46033,SD,South Dakota,Custer,Current asthma among adults,Age-adjusted prevalence,10.1,South Dakota,Custer,4.797786829596844,1.0,10393.0
41013,OR,Oregon,Crook,Current asthma among adults,Age-adjusted prevalence,12.2,Oregon,Crook,8.5912729532503,1.0,11722.0
45041,SC,South Carolina,Florence,Current asthma among adults,Age-adjusted prevalence,10.3,South Carolina,Florence,9.741914346462979,1.0,35086.0
40031,OK,Oklahoma,Comanche,Current asthma among adults,Age-adjusted prevalence,11.3,Oklahoma,Comanche,7.376567946392333,1.0,32029.0
44007,RI,Rhode Island,Providence,Current asthma among adults,Age-adjusted prevalence,12.4,Rhode Island,Providence,7.464423453393958,4.0,46185.0
40115,OK,Oklahoma,Ottawa,Current asthma among adults,Age-adjusted prevalence,12.7,Oklahoma,Ottawa,11.04896449201332,2.0,70868.0
45079,SC,South Carolina,Richland,Current asthma among adults,Age-adjusted prevalence,9.9,South Carolina,Richland,8.861378161739566,2.0,71374.0
45019,SC,South Carolina,Charleston,Current asthma among adults,Age-adjusted prevalence,8.8,South Carolina,Charleston,8.385907768790505,3.0,66044.0
40109,OK,Oklahoma,Oklahoma,Current asthma among adults,Age-adjusted prevalence,11.5,Oklahoma,Oklahoma,8.945705746293305,3.0,56317.0
45037,SC,South Carolina,Edgefield,Current asthma among adults,Age-adjusted prevalence,9.8,South Carolina,Edgefield,8.983590771295082,1.0,35102.0
46029,SD,South Dakota,Codington,Current asthma among adults,Age-adjusted prevalence,10.4,South Dakota,Codington,9.635136708595759,1.0,11273.0
44009,RI,Rhode Island,Washington,Current asthma among adults,Age-adjusted prevalence,10.9,Rhode Island,Washington,6.360685916584798,1.0,11197.0
41037,OR,Oregon,Lake,Current asthma among adults,Age-adjusted prevalence,12.2,Oregon,Lake,6.727745188243407,1.0,11602.0
46013,SD,South Dakota,Brown,Current asthma among adults,Age-adjusted prevalence,9.8,South Dakota,Brown,7.107854117945133,1.0,11446.0
47037,TN,Tennessee,Davidson,Current asthma among adults,Age-adjusted prevalence,10.6,Tennessee,Davidson,9.73256287799416,2.0,50014.0
40135,OK,Oklahoma,Sequoyah,Current asthma among adults,Age-adjusted prevalence,13.0,Oklahoma,Sequoyah,8.368224,1.0,856.0
45051,SC,South Carolina,Horry,Current asthma among adults,Age-adjusted prevalence,9.3,South Carolina,Horry,8.299549331832045,1.0,28198.0
48043,TX,Texas,Brewster,Current asthma among adults,Age-adjusted prevalence,9.0,Texas,Brewster,7.365426060383687,1.0,9539.0
48323,TX,Texas,Maverick,Current asthma among adults,Age-adjusted prevalence,8.9,Texas,Maverick,7.837569211132978,1.0,10671.0
48201,TX,Texas,Harris,Current asthma among adults,Age-adjusted prevalence,9.2,Texas,Harris,10.664828395998187,10.0,123594.0
48027,TX,Texas,Bell,Current asthma among adults,Age-adjusted prevalence,10.7,Texas,Bell,7.571847871650213,1.0,10635.0
48041,TX,Texas,Brazos,Current asthma among adults,Age-adjusted prevalence,9.8,Texas,Brazos,8.002392465908073,1.0,11161.0
47093,TN,Tennessee,Knox,Current asthma among adults,Age-adjusted prevalence,10.6,Tennessee,Knox,9.812969304908586,3.0,111804.0
47145,TN,Tennessee,Roane,Current asthma among adults,Age-adjusted prevalence,11.0,Tennessee,Roane,7.458003926153846,1.0,11375.0
47157,TN,Tennessee,Shelby,Current asthma among adults,Age-adjusted prevalence,11.7,Tennessee,Shelby,9.464821697691306,3.0,45437.0
48167,TX,Texas,Galveston,Current asthma among adults,Age-adjusted prevalence,9.8,Texas,Galveston,9.79574578913832,1.0,10201.0
48349,TX,Texas,Navarro,Current asthma among adults,Age-adjusted prevalence,10.6,Texas,Navarro,9.084141556877396,1.0,10171.0
47165,TN,Tennessee,Sumner,Current asthma among adults,Age-adjusted prevalence,10.7,Tennessee,Sumner,7.565140888377541,1.0,11951.0
48039,TX,Texas,Brazoria,Current asthma among adults,Age-adjusted prevalence,9.3,Texas,Brazoria,8.008511,1.0,376.0
48029,TX,Texas,Bexar,Current asthma among adults,Age-adjusted prevalence,9.0,Texas,Bexar,8.464301226940533,4.0,33934.0
48339,TX,Texas,Montgomery,Current asthma among adults,Age-adjusted prevalence,9.5,Texas,Montgomery,10.362667463666925,1.0,11601.0
48273,TX,Texas,Kleberg,Current asthma among adults,Age-adjusted prevalence,9.1,Texas,Kleberg,9.13550131259958,1.0,31382.0
47119,TN,Tennessee,Maury,Current asthma among adults,Age-adjusted prevalence,10.7,Tennessee,Maury,7.5433182318815195,1.0,11411.0
48203,TX,Texas,Harrison,Current asthma among adults,Age-adjusted prevalence,10.8,Texas,Harrison,8.700369402309715,1.0,33857.0
47105,TN,Tennessee,Loudon,Current asthma among adults,Age-adjusted prevalence,10.5,Tennessee,Loudon,7.059447855212869,1.0,22502.0
47125,TN,Tennessee,Montgomery,Current asthma among adults,Age-adjusted prevalence,10.7,Tennessee,Montgomery,7.317261485808346,1.0,11239.0
48303,TX,Texas,Lubbock,Current asthma among adults,Age-adjusted prevalence,9.7,Texas,Lubbock,5.355163477943073,1.0,11629.0
47141,TN,Tennessee,Putnam,Current asthma among adults,Age-adjusted prevalence,10.9,Tennessee,Putnam,7.708844260054564,1.0,11363.0
47113,TN,Tennessee,Madison,Current asthma among adults,Age-adjusted prevalence,11.6,Tennessee,Madison,8.456975371188221,1.0,11412.0
48215,TX,Texas,Hidalgo,Current asthma among adults,Age-adjusted prevalence,8.7,Texas,Hidalgo,9.364950948158503,2.0,32908.0
47065,TN,Tennessee,Hamilton,Current asthma among adults,Age-adjusted prevalence,11.1,Tennessee,Hamilton,9.991885106772422,1.0,6556.0
48355,TX,Texas,Nueces,Current asthma among adults,Age-adjusted prevalence,9.3,Texas,Nueces,9.115875116019541,2.0,34589.0
48135,TX,Texas,Ector,Current asthma among adults,Age-adjusted prevalence,9.2,Texas,Ector,6.894896253689388,1.0,11384.0
48121,TX,Texas,Denton,Current asthma among adults,Age-adjusted prevalence,9.3,Texas,Denton,8.089328505410398,1.0,11367.0
48141,TX,Texas,El Paso,Current asthma among adults,Age-adjusted prevalence,8.6,Texas,El Paso,8.536714323243991,1.0,34624.0
48361,TX,Texas,Orange,Current asthma among adults,Age-adjusted prevalence,10.6,Texas,Orange,9.010617596129034,1.0,10850.0
47163,TN,Tennessee,Sullivan,Current asthma among adults,Age-adjusted prevalence,11.3,Tennessee,Sullivan,7.102207527838861,1.0,11369.0
47107,TN,Tennessee,McMinn,Current asthma among adults,Age-adjusted prevalence,11.2,Tennessee,McMinn,8.308812047021389,1.0,11314.0
48245,TX,Texas,Jefferson,Current asthma among adults,Age-adjusted prevalence,10.6,Texas,Jefferson,9.859187634646855,2.0,53165.0
47099,TN,Tennessee,Lawrence,Current asthma among adults,Age-adjusted prevalence,11.3,Tennessee,Lawrence,8.278413496902541,1.0,11461.0
48013,TX,Texas,Atascosa,Current asthma among adults,Age-adjusted prevalence,9.2,Texas,Atascosa,8.843648261207715,1.0,31630.0
48037,TX,Texas,Bowie,Current asthma among adults,Age-adjusted prevalence,10.9,Texas,Bowie,10.440362505410938,1.0,10257.0
48061,TX,Texas,Cameron,Current asthma among adults,Age-adjusted prevalence,8.7,Texas,Cameron,9.727734384258246,3.0,22831.0
47045,TN,Tennessee,Dyer,Current asthma among adults,Age-adjusted prevalence,11.5,Tennessee,Dyer,7.595459785645683,1.0,11453.0
48375,TX,Texas,Potter,Current asthma among adults,Age-adjusted prevalence,10.1,Texas,Potter,5.735200132173913,1.0,11500.0
48113,TX,Texas,Dallas,Current asthma among adults,Age-adjusted prevalence,9.7,Texas,Dallas,10.352963094048025,2.0,23488.0
48257,TX,Texas,Kaufman,Current asthma among adults,Age-adjusted prevalence,10.4,Texas,Kaufman,7.953993982895431,1.0,11342.0
49019,UT,Utah,Grand,Current asthma among adults,Age-adjusted prevalence,11.0,Utah,Grand,7.528264894317049,1.0,8024.0
49053,UT,Utah,Washington,Current asthma among adults,Age-adjusted prevalence,10.9,Utah,Washington,4.3526590099389715,1.0,11470.0
48453,TX,Texas,Travis,Current asthma among adults,Age-adjusted prevalence,9.1,Texas,Travis,9.872250677559522,3.0,56153.0
50007,VT,Vermont,Chittenden,Current asthma among adults,Age-adjusted prevalence,10.9,Vermont,Chittenden,6.515555437378627,3.0,66942.0
51760,VA,Virginia,Richmond,Current asthma among adults,Age-adjusted prevalence,11.4,Virginia,Richmond City,9.087440368424122,1.0,34292.0
48479,TX,Texas,Webb,Current asthma among adults,Age-adjusted prevalence,8.6,Texas,Webb,8.931474486677114,1.0,33176.0
51041,VA,Virginia,Chesterfield,Current asthma among adults,Age-adjusted prevalence,10.6,Virginia,Chesterfield,7.871171000000001,1.0,888.0
51036,VA,Virginia,Charles City,Current asthma among adults,Age-adjusted prevalence,12.0,Virginia,Charles,7.740692809661247,1.0,32915.0
51650,VA,Virginia,Hampton,Current asthma among adults,Age-adjusted prevalence,11.9,Virginia,Hampton City,8.537270652231605,1.0,33160.0
51087,VA,Virginia,Henrico,Current asthma among adults,Age-adjusted prevalence,10.6,Virginia,Henrico,8.900439854823144,2.0,35226.0
49049,UT,Utah,Utah,Current asthma among adults,Age-adjusted prevalence,9.8,Utah,Utah,6.771191694394152,2.0,29273.0
49047,UT,Utah,Uintah,Current asthma among adults,Age-adjusted prevalence,11.5,Utah,Uintah,6.599403814139431,1.0,14258.0
51013,VA,Virginia,Arlington,Current asthma among adults,Age-adjusted prevalence,9.0,Virginia,Arlington,9.311042809815952,1.0,1304.0
51775,VA,Virginia,Salem,Current asthma among adults,Age-adjusted prevalence,10.9,Virginia,Salem City,8.030833,1.0,960.0
51520,VA,Virginia,Bristol,Current asthma among adults,Age-adjusted prevalence,11.4,Virginia,Bristol City,8.333333,1.0,888.0
51069,VA,Virginia,Frederick,Current asthma among adults,Age-adjusted prevalence,10.4,Virginia,Frederick,9.199251576075339,1.0,34617.0
51003,VA,Virginia,Albemarle,Current asthma among adults,Age-adjusted prevalence,10.1,Virginia,Albemarle,8.63448278124395,1.0,46481.0
53011,WA,Washington,Clark,Current asthma among adults,Age-adjusted prevalence,11.6,Washington,Clark,6.505700061780846,1.0,11298.0
49045,UT,Utah,Tooele,Current asthma among adults,Age-adjusted prevalence,11.3,Utah,Tooele,5.587412870241734,1.0,14396.0
51680,VA,Virginia,Lynchburg,Current asthma among adults,Age-adjusted prevalence,11.7,Virginia,Lynchburg City,7.657983,1.0,952.0
49005,UT,Utah,Cache,Current asthma among adults,Age-adjusted prevalence,10.4,Utah,Cache,8.460539050064229,1.0,28803.0
50021,VT,Vermont,Rutland,Current asthma among adults,Age-adjusted prevalence,12.0,Vermont,Rutland,7.449540653679656,1.0,30492.0
48439,TX,Texas,Tarrant,Current asthma among adults,Age-adjusted prevalence,10.0,Texas,Tarrant,9.99543999666731,3.0,87917.0
49011,UT,Utah,Davis,Current asthma among adults,Age-adjusted prevalence,10.9,Utah,Davis,7.1457183494050485,1.0,14539.0
51059,VA,Virginia,Fairfax,Current asthma among adults,Age-adjusted prevalence,9.1,Virginia,Fairfax,9.579767313459898,2.0,65632.0
49057,UT,Utah,Weber,Current asthma among adults,Age-adjusted prevalence,11.4,Utah,Weber,5.8986082854532675,1.0,14230.0
51810,VA,Virginia,Virginia Beach,Current asthma among adults,Age-adjusted prevalence,10.6,Virginia,Virginia Beach City,8.453756007219996,1.0,33241.0
51107,VA,Virginia,Loudoun,Current asthma among adults,Age-adjusted prevalence,8.9,Virginia,Loudoun,8.249123,1.0,912.0
49013,UT,Utah,Duchesne,Current asthma among adults,Age-adjusted prevalence,11.3,Utah,Duchesne,8.25506861647705,1.0,25490.0
49003,UT,Utah,Box Elder,Current asthma among adults,Age-adjusted prevalence,11.1,Utah,Box Elder,7.032044,1.0,1448.0
51161,VA,Virginia,Roanoke,Current asthma among adults,Age-adjusted prevalence,10.5,Virginia,Roanoke,8.20298171377751,1.0,33170.0
51710,VA,Virginia,Norfolk,Current asthma among adults,Age-adjusted prevalence,11.1,Virginia,Norfolk City,7.900961999999999,1.0,832.0
49035,UT,Utah,Salt Lake,Current asthma among adults,Age-adjusted prevalence,10.9,Utah,Salt Lake,7.498830007714527,8.0,179661.0
49021,UT,Utah,Iron,Current asthma among adults,Age-adjusted prevalence,11.0,Utah,Iron,5.043408524315979,1.0,11659.0
50003,VT,Vermont,Bennington,Current asthma among adults,Age-adjusted prevalence,11.7,Vermont,Bennington,6.618640792500538,1.0,32429.0
51165,VA,Virginia,Rockingham,Current asthma among adults,Age-adjusted prevalence,10.7,Virginia,Rockingham,8.356303,1.0,952.0
49007,UT,Utah,Carbon,Current asthma among adults,Age-adjusted prevalence,11.7,Utah,Carbon,3.6132779500992838,1.0,11583.0
55073,WI,Wisconsin,Marathon,Current asthma among adults,Age-adjusted prevalence,10.3,Wisconsin,Marathon,10.599447657458562,1.0,362.0
55133,WI,Wisconsin,Waukesha,Current asthma among adults,Age-adjusted prevalence,10.3,Wisconsin,Waukesha,11.19565586835963,1.0,46270.0
54009,WV,West Virginia,Brooke,Current asthma among adults,Age-adjusted prevalence,11.9,West Virginia,Brooke,9.147081809338522,2.0,2056.0
55027,WI,Wisconsin,Dodge,Current asthma among adults,Age-adjusted prevalence,10.8,Wisconsin,Dodge,9.756023414791555,1.0,34398.0
54049,WV,West Virginia,Marion,Current asthma among adults,Age-adjusted prevalence,12.3,West Virginia,Marion,8.381356,1.0,944.0
56037,WY,Wyoming,Sweetwater,Current asthma among adults,Age-adjusted prevalence,10.3,Wyoming,Sweetwater,3.7651822424896566,1.0,11118.0
54011,WV,West Virginia,Cabell,Current asthma among adults,Age-adjusted prevalence,12.9,West Virginia,Cabell,8.52185423178808,1.0,1208.0
53037,WA,Washington,Kittitas,Current asthma among adults,Age-adjusted prevalence,11.3,Washington,Kittitas,6.568562450802513,1.0,11464.0
53061,WA,Washington,Snohomish,Current asthma among adults,Age-adjusted prevalence,11.1,Washington,Snohomish,6.33557858913205,2.0,22893.0
55009,WI,Wisconsin,Brown,Current asthma among adults,Age-adjusted prevalence,10.7,Wisconsin,Brown,9.840768614490244,1.0,33457.0
55089,WI,Wisconsin,Ozaukee,Current asthma among adults,Age-adjusted prevalence,10.3,Wisconsin,Ozaukee,8.697930393616701,1.0,33337.0
55035,WI,Wisconsin,Eau Claire,Current asthma among adults,Age-adjusted prevalence,10.7,Wisconsin,Eau Claire,9.848200844291691,1.0,33460.0
53073,WA,Washington,Whatcom,Current asthma among adults,Age-adjusted prevalence,10.8,Washington,Whatcom,4.992205799894913,1.0,11419.0
55111,WI,Wisconsin,Sauk,Current asthma among adults,Age-adjusted prevalence,10.9,Wisconsin,Sauk,9.642684406494013,1.0,33169.0
54107,WV,West Virginia,Wood,Current asthma among adults,Age-adjusted prevalence,12.1,West Virginia,Wood,8.924348000000002,1.0,920.0
55081,WI,Wisconsin,Monroe,Current asthma among adults,Age-adjusted prevalence,11.3,Wisconsin,Monroe,8.4387283280133,1.0,12030.0
55119,WI,Wisconsin,Taylor,Current asthma among adults,Age-adjusted prevalence,10.8,Wisconsin,Taylor,8.789923583938878,1.0,32065.0
55043,WI,Wisconsin,Grant,Current asthma among adults,Age-adjusted prevalence,11.1,Wisconsin,Grant,10.798266992230918,1.0,33466.0
53035,WA,Washington,Kitsap,Current asthma among adults,Age-adjusted prevalence,11.3,Washington,Kitsap,4.963725409982174,1.0,11220.0
54069,WV,West Virginia,Ohio,Current asthma among adults,Age-adjusted prevalence,12.1,West Virginia,Ohio,8.984210999999998,1.0,912.0
53057,WA,Washington,Skagit,Current asthma among adults,Age-adjusted prevalence,11.1,Washington,Skagit,5.322810627519111,1.0,11512.0
55125,WI,Wisconsin,Vilas,Current asthma among adults,Age-adjusted prevalence,11.3,Wisconsin,Vilas,7.3726961155596005,1.0,30772.0
53065,WA,Washington,Stevens,Current asthma among adults,Age-adjusted prevalence,12.2,Washington,Stevens,10.230263340109598,1.0,11314.0
54061,WV,West Virginia,Monongalia,Current asthma among adults,Age-adjusted prevalence,11.5,West Virginia,Monongalia,8.410909,1.0,880.0
54033,WV,West Virginia,Harrison,Current asthma among adults,Age-adjusted prevalence,12.4,West Virginia,Harrison,8.245794,1.0,856.0
56021,WY,Wyoming,Laramie,Current asthma among adults,Age-adjusted prevalence,10.1,Wyoming,Laramie,5.313187323989469,2.0,51656.0
56023,WY,Wyoming,Lincoln,Current asthma among adults,Age-adjusted prevalence,10.1,Wyoming,Lincoln,2.290590954674221,1.0,19768.0
55053,WI,Wisconsin,Jackson,Current asthma among adults,Age-adjusted prevalence,11.2,Wisconsin,Jackson,8.007737851063832,1.0,11515.0
56035,WY,Wyoming,Sublette,Current asthma among adults,Age-adjusted prevalence,10.0,Wyoming,Sublette,3.3846414552232256,1.0,11401.0
53077,WA,Washington,Yakima,Current asthma among adults,Age-adjusted prevalence,10.7,Washington,Yakima,9.278696679261444,3.0,31521.0
55041,WI,Wisconsin,Forest,Current asthma among adults,Age-adjusted prevalence,12.5,Wisconsin,Forest,7.805681006419338,1.0,33181.0
55079,WI,Wisconsin,Milwaukee,Current asthma among adults,Age-adjusted prevalence,11.8,Wisconsin,Milwaukee,11.07647236293441,2.0,81461.0
56033,WY,Wyoming,Sheridan,Current asthma among adults,Age-adjusted prevalence,10.2,Wyoming,Sheridan,6.6525511971687665,1.0,33413.0
54029,WV,West Virginia,Hancock,Current asthma among adults,Age-adjusted prevalence,12.3,West Virginia,Hancock,8.526271,1.0,944.0
53053,WA,Washington,Pierce,Current asthma among adults,Age-adjusted prevalence,10.8,Washington,Pierce,6.782224356295337,3.0,44668.0
56001,WY,Wyoming,Albany,Current asthma among adults,Age-adjusted prevalence,10.3,Wyoming,Albany,2.4798040580435634,2.0,33561.0
53047,WA,Washington,Okanogan,Current asthma among adults,Age-adjusted prevalence,11.7,Washington,Okanogan,12.106837765820995,1.0,10603.0
53063,WA,Washington,Spokane,Current asthma among adults,Age-adjusted prevalence,11.6,Washington,Spokane,7.801531365344469,1.0,11496.0
54039,WV,West Virginia,Kanawha,Current asthma among adults,Age-adjusted prevalence,12.1,West Virginia,Kanawha,7.880992245318352,2.0,12816.0
55063,WI,Wisconsin,La Crosse,Current asthma among adults,Age-adjusted prevalence,11.2,Wisconsin,La Crosse,9.627160227451986,1.0,31189.0
56039,WY,Wyoming,Teton,Current asthma among adults,Age-adjusted prevalence,9.0,Wyoming,Teton,2.3055362781377062,2.0,22381.0
56029,WY,Wyoming,Park,Current asthma among adults,Age-adjusted prevalence,10.0,Wyoming,Park,3.33663991590419,1.0,34318.0
55003,WI,Wisconsin,Ashland,Current asthma among adults,Age-adjusted prevalence,11.6,Wisconsin,Ashland,6.941675754300416,1.0,33427.0
55025,WI,Wisconsin,Dane,Current asthma among adults,Age-adjusted prevalence,9.9,Wisconsin,Dane,10.585607844442466,2.0,67377.0
54051,WV,West Virginia,Marshall,Current asthma among adults,Age-adjusted prevalence,12.1,West Virginia,Marshall,11.344114815974573,1.0,38386.0
56013,WY,Wyoming,Fremont,Current asthma among adults,Age-adjusted prevalence,11.1,Wyoming,Fremont,4.074835030300786,4.0,53992.0
56025,WY,Wyoming,Natrona,Current asthma among adults,Age-adjusted prevalence,10.4,Wyoming,Natrona,3.0729704506457836,1.0,34222.0
53033,WA,Washington,King,Current asthma among adults,Age-adjusted prevalence,9.7,Washington,King,7.322546172269228,5.0,52000.0
54003,WV,West Virginia,Berkeley,Current asthma among adults,Age-adjusted prevalence,12.2,West Virginia,Berkeley,10.07813503858521,1.0,2488.0
55059,WI,Wisconsin,Kenosha,Current asthma among adults,Age-adjusted prevalence,11.0,Wisconsin,Kenosha,9.153433582223169,1.0,32953.0
56005,WY,Wyoming,Campbell,Current asthma among adults,Age-adjusted prevalence,10.3,Wyoming,Campbell,5.65473736635514,1.0,34240.0
55087,WI,Wisconsin,Outagamie,Current asthma among adults,Age-adjusted prevalence,10.6,Wisconsin,Outagamie,10.569786077582162,1.0,66059.0
